"AccBinomial","meanHeight","minHeight","maxHeight","meanLeaf.length","minLeaf.length","maxLeaf.length","meanLeaf.width","minLeaf.width","maxLeaf.width","meanCorolla.radius","minCorolla.radius","maxCorolla.radius","meanCorolla.tube.length","minCorolla.tube.length","maxCorolla.tube.length","meanCorolla.lobe.length","minCorolla.lobe.length","maxCorolla.lobe.length","meanStyle.length","minStyle.length","maxStyle.length","meanFruit.size","minFruit.size","maxFruit.size","Self..in.compatibility","Ploidy","HapN","Life.history","Habit","Stem.composition","Leaf.type","Corolla.color","Fruit.type","Fruit.color"
"Solanum campylacanthum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid","12, 24",,,,,,,
"Solanum canasense var. xerophilum","NA","NA","NA","NA","NA","NA","NA","NA","NA",18.75,15,22.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",15,15,15,,"Diploid",12,,,,"Compound","light blue, light purple, purple","Berry",
"Solanum candidum",1.35,1.35,1.35,"NA","NA","NA","NA","NA","NA",16.25,16.25,16.25,"NA","NA","NA",11.5,11.5,11.5,8.075,5.3,9.5,"NA","NA","NA","SC","Diploid",12,"Perennial,  Short-lived Perennial","Shrub","Woody",,"white",,
"Solanum candolleanum",0.5273529412,0.08,1,182.3214285714,30,400,97.5,90,105,16.1858974359,10,40,"NA","NA","NA","NA","NA","NA",9.3666666667,6,14,16.75,10,30,"SI","Diploid","12, 18","Perennial","Herb","Herbaceous","Compound","light purple, green, light blue, blue, purple, white","Berry","White, Green, Purple/Violet/Black, Yellow"
"Solanum canense",0.95,0.4,1.5,225,110,340,"NA","NA","NA",7.5,7,8,"NA","NA","NA",6.2,6.2,6.2,3.89,3.8,4.5,20,15,25,"SC","Diploid",12,"Perennial, Annual","Herb","Herbaceous","Compound","white","Berry","Green"
"Solanum canoasense",1.25,0.5,2,60,30,90,15.5,10,21,10.5,10,11,"NA","NA","NA",15,10,20,10.5,10,11,"NA","NA","NA",,,,,"Shrub",,"Simple","white",,
"Solanum cantense",0.5,0.5,0.5,110,110,110,80,80,80,14.375,12.5,17.5,"NA","NA","NA","NA","NA","NA",10,10,10,10,10,10,,"Diploid",12,"Perennial","Herb","Herbaceous","Compound","white, yellow","Berry",
"Solanum capense",0.8,0.8,0.8,60,60,60,30,30,30,5.625,5,7.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8,8,8,"SC",,,,"Shrub",,"Simple","white, blue, purple","Berry","Orange"
"Solanum capillipes",1.5,1.5,1.5,136,92,180,47.5,30,65,3.5,3,4,"NA","NA","NA","NA","NA","NA",4.25,3.5,5,"NA","NA","NA",,,,,"Shrub",,"Simple","white","Berry",
"Solanum capsiciforme",1,1,1,75,50,100,7.5,5,10,12.5,10,15,"NA","NA","NA","NA","NA","NA",7.5,7,8,20,15,25,"SC","Polyploid",23,"Short-lived Perennial, Perennial","Shrub","Woody","Simple","purple","Berry","Green"
"Solanum capsicoides",1,0.8,1.2,113.3333333333,50,150,87.5,30,120,10.0833333333,6,15,12.5,10,15,"NA","NA","NA","NA","NA","NA",34.1666666667,15,50,"SC","Diploid","12, 23, 24, 46, 48","Annual, Perennial","Shrub, Herb","Herbaceous, Woody base","Simple","white","Berry","Red, Orange"
"Solanum cardiophyllum",0.7,0.6,0.8,200,200,200,"NA","NA","NA",9.125,7,15,"NA","NA","NA","NA","NA","NA",7.25,6.5,8,10,10,10,"SI","Diploid","12, 18","Perennial","Herb","Herbaceous","Compound","white, cream, yellow","Berry",
"Solanum cardiophyllum subsp. ehrenbergii","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,,"Herb",,"Compound","white, pink, light purple",,
"Solanum carduiforme",0.5,0.5,0.5,80,50,110,30,20,40,11.25,10,12.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",20,20,20,,,,"Perennial","Herb, Subshrub, Shrub",,"Simple","purple","Berry",
"Solanum caripense",2,2,2,120,120,120,"NA","NA","NA",9,9,9,"NA","NA","NA",8.3,8.3,8.3,5.9,5.9,5.9,30,30,30,"SI","Diploid",12,"Perennial","Shrub, Vine, Herb","Woody","Simple","light purple, purple, white, blue","Berry","Green, Purple/Violet/Black"
"Solanum carolinense",0.775,0.2,1,87.5,30,150,32.5,15,50,13.5166666667,10,19.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA",13.75,10,20,"SI","Diploid",12,"Perennial","Herb","Herbaceous","Simple","white, light purple, light blue, blue, purple","Berry","Yellow"
"Solanum carolinense var. carolinense",0.6,0.6,0.6,150,150,150,"NA","NA","NA",13.75,10,17.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",12.5,10,15,,"Diploid",12,"Perennial",,"Woody","Simple","white, pink, blue, light purple","Berry","Yellow"
"Solanum carolinense var. floridanum",0.6,0.6,0.6,150,150,150,"NA","NA","NA",13.75,10,17.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",12.5,10,15,,"Diploid",12,"Perennial",,"Woody","Simple","white, pink, light purple, purple","Berry","Yellow"
"Solanum cassioides",1.25,0.5,2,75,30,120,30,10,50,10.75,10,11.5,"NA","NA","NA","NA","NA","NA",9,8,10,12.5,10,15,,,,,"Shrub",,"Simple","white","Berry","Green"
"Solanum cataphractum","NA","NA","NA",45,30,60,"NA","NA","NA",10,10,10,"NA","NA","NA","NA","NA","NA","NA","NA","NA",20,20,20,,,,,"Shrub",,"Simple","purple","Berry",
"Solanum catilliflorum",1,1,1,45,32,58,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8,7,9,5.4,4.7,6.1,15,12,18,"SC","Diploid",12,"Perennial","Shrub","Woody, Herbaceous","Compound","white",,"Yellow, Green, Purple/Violet/Black"
"Solanum catombelense",1,1,1,60,60,60,25,25,25,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.5,5,10,,,,,"Shrub",,"Simple","blue, purple","Berry","Orange"
"Solanum celatum",1.75,1,2.5,101.5,54,149,25,15,35,14,12,16,"NA","NA","NA","NA","NA","NA",8.5,8,9,14.5,13,16,,,,"Perennial","Shrub",,"Simple","purple",,"Green"
"Solanum centrale",0.3,0.15,0.45,37.5,15,60,15,10,20,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8,8,8,12.5,10,15,,,,"Perennial","Subshrub","Herbaceous","Simple","light purple, purple",,"Yellow, Brown"
"Solanum cerasiferum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,
"Solanum cernuum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,,,,,,,
"Solanum chacoense",0.8,0.2,1.5,252.5,80,360,"NA","NA","NA",13.3636363636,10,20,"NA","NA","NA",10.6666666667,7,15,9.95,8,15,17.5,10,25,"SI, SC","Diploid","12, 18","Perennial","Herb","Herbaceous","Compound","cream, yellow, white","Berry","Green, White, Purple/Violet/Black"
"Solanum chacoense f. pilosulum","NA","NA","NA",300,300,300,"NA","NA","NA",12.5,10,15,"NA","NA","NA","NA","NA","NA",10,9,11,15,15,15,,"Diploid",12,,,,"Compound","white, yellow","Berry","White, Green"
"Solanum chalmersii",4,2,6,111.25,15,170,40,10,60,8.75,7.5,10,10,10,10,1,1,1,6.5,6,7,11,10,12,,,,,"Shrub, Tree",,"Simple","white, purple","Berry","Green"
"Solanum chamaepolybotryon",0.2,0.1,0.3,200,200,200,100,100,100,3.75,3.5,4,"NA","NA","NA","NA","NA","NA",2.25,2,2.5,"NA","NA","NA",,,,,"Herb",,"Compound","yellow, green, purple","Berry",
"Solanum chamaesarachidium","NA","NA","NA",27.5,15,40,13,6,20,3,3,3,4.85,3.5,6.2,"NA","NA","NA",1.85,1.7,2,8.5,7,10,,,,"Annual","Herb",,"Compound","white, blue, purple","Berry",
"Solanum cheesmaniae",4,4,4,87.5,35,140,50,15,85,11.5,9,14,3,2,4,11.5,9,14,4.5,3,6,10,6,14,"SC","Diploid",12,"Perennial","Herb","Herbaceous","Compound","yellow","Berry","Orange, Yellow"
"Solanum chenopodinum",0.75,0.5,1,60,30,90,37.5,15,60,8.75,7.5,10,"NA","NA","NA","NA","NA","NA",8,8,8,7,5,9,"SC",,,,"Shrub","Woody base","Simple","white, light purple","Berry","Red"
"Solanum chenopodioides",0.825,0.65,1,70,70,70,20,20,20,7.75,6,10,"NA","NA","NA","NA","NA","NA",4.75,4.75,4.75,8.5,7,10,"SC","Diploid",12,"Annual, Perennial","Herb","Herbaceous","Simple","white",,"Purple/Violet/Black"
"Solanum chiapasense",2.5,1,4,230,130,330,100,50,150,7.25,6,8.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",13,12,14,,"Diploid",12,,"Shrub, Tree",,,"white, blue, purple","Berry","Yellow"
"Solanum chilense",1,1,1,60,50,70,"NA","NA","NA",11,10,13,"NA","NA","NA",11,10,12,12.25,10,14,"NA","NA","NA","SI, SC","Diploid",12,"Perennial","Herb","Herbaceous","Simple","yellow","Berry",
"Solanum chilliasense","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.75,9,12.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",16,12,20,,"Diploid",12,"Perennial","Herb","Herbaceous","Compound","white, light purple","Berry",
"Solanum chimborazense",3,3,3,75,75,75,"NA","NA","NA",5.3,5.3,5.3,"NA","NA","NA",8,8,8,6.75,6.5,7,20,20,20,"SI","Diploid",12,"Perennial","Vine","Woody","Simple, Compound","light blue","Berry","Green"
"Solanum chippendalei",1,1,1,55,40,70,30,20,40,24.225,10,34.7,"NA","NA","NA","NA","NA","NA",13.7,13.7,13.7,12.5,10,15,"SI","Diploid",12,"Perennial","Subshrub, Shrub",,"Simple","purple","Berry","Yellow"
"Solanum chiquidenum",1.15,0.8,1.5,230,230,230,"NA","NA","NA",15.8333333333,12.5,20,"NA","NA","NA","NA","NA","NA",10,10,10,17,15,20,"SI","Diploid",12,"Perennial","Herb","Herbaceous","Compound, Simple","blue, purple, white, light purple, yellow","Berry",
"Solanum chlamydogynum",5,2,8,210,120,300,105,70,140,8.75,7.5,10,"NA","NA","NA","NA","NA","NA","NA","NA","NA",12.5,10,15,,"Diploid",12,,"Shrub, Tree",,"Simple","white","Berry","Green"
"Solanum chmielewskii",1,1,1,85,50,120,40,20,60,9,8,10,4,3,5,3.575,0.65,8,8.5,8,9,11.5,10,13,"SC","Diploid",12,"Perennial","Herb","Herbaceous, Woody base","Compound","yellow","Berry","Green"
"Solanum chomatophilum",0.58,0.4,0.9,136.6666666667,80,220,90,90,90,17.3055555556,10,22.5,"NA","NA","NA",17,17,17,6.62,1,11,35,35,35,"SI","Diploid",12,"Perennial","Herb","Herbaceous","Compound","blue, purple, light purple","Berry",
"Solanum chrysotrichum",1.25,1,1.5,140,80,200,90,40,140,"NA","NA","NA","NA","NA","NA",10,8,12,"NA","NA","NA",9,8,10,,"Diploid",12,,"Shrub, Tree",,"Simple","white","Berry","Orange, Yellow"
"Solanum cinereum",0.5,0.3,0.7,113.5,70,157,46,35,57,13,11,15,"NA","NA","NA","NA","NA","NA",9.5,9,10,20.5,17,24,"SC","Diploid","12, 24","Perennial","Shrub","Woody","Simple","purple",,"White, Green"
"Solanum circinatum",7,2,12,362.5,200,550,315,110,600,17.5,10,25,1.25,1,2,14,9,23,6.5,4,10,55,30,90,"SI","Diploid",12,"Perennial","Shrub, Tree","Woody","Simple","green, blue, purple, white","Berry","Yellow, Orange"
"Solanum circinatum subsp. circinatum",7,7,7,"NA","NA","NA","NA","NA","NA",17.5,17.5,17.5,"NA","NA","NA",16.5,16.5,16.5,8,8,8,"NA","NA","NA","SI","Diploid",12,"Perennial","Tree",,,"white, green, blue, purple",,
"Solanum circinatum subsp. ramosum",7,7,7,"NA","NA","NA","NA","NA","NA",17.5,17.5,17.5,"NA","NA","NA",16.5,16.5,16.5,8,8,8,"NA","NA","NA","SI","Diploid",12,"Perennial","Tree",,,"white, green, blue, purple",,
"Solanum citrinum","NA","NA","NA",75,50,100,55,40,70,"NA","NA","NA",10,10,10,"NA","NA","NA","NA","NA","NA",40,40,40,,,,,"Shrub",,"Simple","white",,"Yellow"
"Solanum citrullifolium",0.625,0.3,0.8,90,40,130,"NA","NA","NA",14.5833333333,12.5,17.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",9.3333333333,8,11.5,"SC","Diploid",12,"Annual","Herb","Herbaceous","Simple, Compound","blue, purple","Berry",
"Solanum citrullifolium var. citrullifolium",0.55,0.3,0.8,70,40,100,"NA","NA","NA",15,12.5,17.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",10,8.5,11.5,"SC","Diploid",12,"Annual","Herb",,"Compound","blue, purple","Berry",
"Solanum citrullifolium var. knoblochii",0.55,0.3,0.8,70,40,100,"NA","NA","NA",15,12.5,17.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",10,8.5,11.5,"SC","Diploid",12,"Annual","Herb",,"Compound","white, light blue","Berry",
"Solanum citrullifolium var. setigerum",0.55,0.3,0.8,70,40,100,"NA","NA","NA",15,12.5,17.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",13,8.5,17.5,"SC","Diploid",12,"Annual","Herb",,"Compound","blue, purple","Berry",
"Solanum clandestinum",1.75,1,2.5,75,30,120,17.5,5,30,6.25,5,7.5,5.5,4,7,4,3,5,4.5,4,5,12.5,10,15,,,,,"Shrub",,,"white","Berry","Orange"
"Solanum clarkiae",1,1,1,75,50,100,45,30,60,21.4,12.5,25.3,"NA","NA","NA","NA","NA","NA",13.8,13.8,13.8,25,20,30,"SC","Diploid",12,"Annual, Biennial","Shrub",,"Simple","purple","Berry","White, Yellow"
"Solanum clarum",0.2,0.15,0.25,45,45,45,"NA","NA","NA",12.5,12.5,12.5,"NA","NA","NA","NA","NA","NA",7.5,7.5,7.5,"NA","NA","NA","SI","Diploid",12,"Perennial",,"Herbaceous","Simple","white, purple","Berry",
"Solanum cleistogamum",0.6,0.6,0.6,55,30,80,25,25,25,5,5,5,"NA","NA","NA","NA","NA","NA",5,5,5,10,10,10,"SC","Diploid",12,"Perennial, Annual",,"Herbaceous","Simple","light purple","Berry","Yellow, Green, Purple/Violet/Black"
"Solanum clivorum",2.5,2,3,170,130,210,75,60,90,5.25,5,5.5,"NA","NA","NA","NA","NA","NA",3.5,3,4,11,10,12,,,,,"Shrub",,"Simple","white","Berry","Green"
"Solanum coactiliferum",0.3,0.3,0.3,30,10,50,6.5,3,10,12.5,10,15,"NA","NA","NA","NA","NA","NA",9,8,10,11.5,8,15,,"Diploid",12,,"Shrub",,"Simple","blue, purple","Berry","Yellow, Brown"
"Solanum coagulans",0.7,0.7,0.7,100,100,100,50,50,50,6.25,5,7.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",10,10,10,,,,"Perennial","Herb",,"Simple","blue, purple","Berry","Yellow"
"Solanum coalitum",1,1,1,64.5,25,104,21,7,35,11.5,10,13,"NA","NA","NA",11,9,13,11,10,12,6.75,6,7.5,,,,,"Subshrub",,"Simple","red, blue, purple","Berry","Purple/Violet/Black"
"Solanum cochabambense","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SC","Diploid",12,"Perennial",,"Herbaceous",,,,
"Solanum cochoae",1,1,1,90,80,100,"NA","NA","NA",6.9,6.9,6.9,"NA","NA","NA",7.5,5.5,9.5,5.2,3.9,6.5,25,20,30,"SI","Diploid",12,"Perennial","Shrub, Vine","Woody","Compound","white",,"Orange, Yellow, Brown"
"Solanum cocosoides","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,"Perennial","Shrub",,,,,
"Solanum colombianum",0.9,0.5,1.25,202.5,100,320,"NA","NA","NA",13.390625,6,20,"NA","NA","NA","NA","NA","NA",7.3333333333,4,10,25.5,10,45,"SC, SI","Diploid","12, 36, 24","Perennial","Herb","Herbaceous","Compound, Simple","white, purple, blue, light blue, light purple, pink","Berry","Green"
"Solanum comarapanum",2.25,1.5,3,135,70,200,65,30,100,11.25,10,12.5,9.5,8,11,9.25,7.5,11,7,7,7,19,19,19,,,,,"Shrub",,"Simple","white","Berry",
"Solanum commersonii",0.2266666667,0.2,0.25,205,70,250,"NA","NA","NA",12.1875,7.5,17.5,"NA","NA","NA",12.5,10,15,9.875,8,12,25,25,25,"SI","Diploid","18, 12","Perennial","Herb","Herbaceous","Compound, Simple","white, blue, light purple, purple, red","Berry","Green"
"Solanum commersonii subsp. commersonii","NA","NA","NA",75,50,100,"NA","NA","NA",12.5,7.5,17.5,"NA","NA","NA",12.5,10,15,10,8,12,"NA","NA","NA",,"Diploid","12, 18",,"Herb",,"Simple, Compound","purple","Berry",
"Solanum commersonii subsp. malmeanum","NA","NA","NA",125,80,170,"NA","NA","NA",12.5,7.5,17.5,"NA","NA","NA",12.5,10,15,10,8,12,"NA","NA","NA",,"Diploid","12, 18",,"Herb",,"Compound, Simple","white","Berry",
"Solanum complectens","NA","NA","NA",80,40,120,32.5,15,50,5,5,5,6,5,7,3,1.5,4.5,4.5,4.5,4.5,10,10,10,,,,,"Vine","Herbaceous, Woody base","Compound","white, blue","Berry","Red, Orange"
"Solanum compressum",7.5,5,10,95,40,150,33,16,50,8.75,7.5,10,"NA","NA","NA",12.5,10,15,6.5,6,7,12.5,10,15,,,,,"Tree",,"Simple","white","Berry","Green"
"Solanum concinnum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,,,,,,,
"Solanum confertiseriatum",5.5,1,10,155,110,200,82.5,75,90,4.5,4,5,"NA","NA","NA","NA","NA","NA",3.5,1,6,12.5,10,15,,"Diploid",12,"Perennial","Shrub, Tree","Woody","Simple","white","Berry","Green"
"Solanum confine",3.25,1.5,5,115,80,150,47.5,35,60,6,5,7,"NA","NA","NA","NA","NA","NA",7,6,8,13.5,12,15,,"Diploid",12,,"Shrub, Tree",,"Simple","white","Berry","Green"
"Solanum confusum",2.25,1,3.5,120,50,190,40,15,65,11.5,8,15,3,2,4,9,6,12,8,6,10,14,8,20,"SI","Diploid",12,"Perennial","Shrub","Woody","Simple","white, pink, blue, purple","Berry","Orange, Yellow"
"Solanum conglobatum",3,1,5,170,100,240,57.5,35,80,6.75,6,7.5,"NA","NA","NA",5.5,5,6,"NA","NA","NA","NA","NA","NA","SI",,,"Perennial","Subshrub, Tree, Shrub","Woody",,"white, blue, purple","Berry",
"Solanum conicum",2,2,2,200,150,250,145,120,170,5.75,5,6.5,"NA","NA","NA","NA","NA","NA",5,5,5,16.5,15,18,,,,,"Herb",,"Compound","white, green","Berry","Green"
"Solanum conocarpum",2,2,2,45,30,60,20,15,25,8.75,7.5,10,"NA","NA","NA",2,2,2,7,6,8,40,30,50,"SI",,,"Perennial","Shrub","Woody","Simple","blue, purple","Berry","Green"
"Solanum consimile","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,"Perennial",,"Woody",,,,
"Solanum contumazaense","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",40,40,40,,"Diploid",12,"Perennial","Herb","Herbaceous","Compound","white, cream","Berry",
"Solanum cookii",3,3,3,115,80,150,75,50,100,8.75,7.5,10,"NA","NA","NA","NA","NA","NA","NA","NA","NA",12.5,10,15,,"Diploid",12,,"Shrub",,"Simple","blue, light purple","Berry",
"Solanum coquimbense",0.3,0.3,0.3,34.5,29,40,15.5,12,19,8.5,8.5,8.5,1.5,1.5,1.5,10,10,10,10,10,10,"NA","NA","NA",,,,"Perennial","Herb","Woody","Simple",,,
"Solanum cordatum",1,1,1,25,25,25,20,20,20,7.5,7.5,7.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8,8,8,,,,,"Shrub",,"Simple","blue, purple","Berry",
"Solanum cordioides",8,8,8,75,40,110,25,15,35,3.5,3,4,"NA","NA","NA","NA","NA","NA",3.25,3,3.5,11,10,12,,,,,"Shrub, Tree",,"Simple","white, green","Berry","Green"
"Solanum cordovense",2,1,3,67.5,40,95,32.5,15,50,6.25,5,7.5,"NA","NA","NA",5.75,5,6.5,5.75,5,6.5,9.125,6,12.5,"SC",,,"Perennial","Shrub","Woody",,"white","Berry","Purple/Violet/Black"
"Solanum corifolium",1.5,1.5,1.5,75,50,100,35,20,50,10,10,10,"NA","NA","NA","NA","NA","NA","NA","NA","NA",12.5,10,15,,"Diploid",12,"Perennial","Shrub",,"Simple","white, blue, purple","Berry","Red"
"Solanum corneliomulleri",1,1,1,82.5,35,130,40,15,65,9.75,7.5,12,5.5,3,8,7.5,6,9,12,11,13,11,9,13,"SI","Diploid",12,"Perennial","Herb","Woody base","Compound","yellow","Berry","White, Green, Purple/Violet/Black"
"Solanum cornifolium",3,1,5,104.5,67,142,50,30,70,7.5,5,10,"NA","NA","NA","NA","NA","NA",7.25,6.5,8,12.5,10,15,,,,,"Shrub, Tree",,"Simple","white","Berry","Green"
"Solanum corumbense",4.5,4,5,100,70,130,45,30,60,7.75,7.5,8,"NA","NA","NA","NA","NA","NA",7,6,8,16.5,10,23,,,,,"Shrub, Tree",,"Simple","white","Berry","Green"
"Solanum corymbiflorum",1.75,0.5,3,235,150,320,170,90,250,15,5,25,4,1,7,14.5,4,25,5,4,6,20,10,30,"SI","Diploid",12,,"Shrub, Tree",,"Simple","white, pink, light purple, purple","Berry","Yellow, Green"
"Solanum corymbiflorum subsp. corymbiflora","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SI","Diploid",12,"Perennial",,"Woody",,,,
"Solanum corymbosum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SC",,,,"Herb",,,,,
"Solanum crassinervium","NA","NA","NA",87.5,35,140,47.5,15,80,8.75,7.5,10,"NA","NA","NA",6.5,5,8,5,4,6,"NA","NA","NA",,,,,"Shrub, Vine","Herbaceous, Woody","Simple","white","Berry",
"Solanum crassitomentosum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,"Perennial","Shrub",,,,,
"Solanum crinitum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SC","Diploid",12,"Perennial",,"Woody",,,,
"Solanum crispum",1.8333333333,1,3,98.75,20,250,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",13,10,15,"SI","Diploid",12,"Perennial","Shrub","Woody","Simple","blue, purple","Berry","Green"
"Solanum croatii",4.5,3,6,200,200,200,15,15,15,12.5,12.5,12.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,"Tree",,"Simple","light purple",,
"Solanum crotonoides","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,"Perennial","Shrub","Woody",,,,
"Solanum cruciferum",1,1,1,55,20,90,21.5,8,35,6.25,5,7.5,"NA","NA","NA","NA","NA","NA",4.75,4.5,5,"NA","NA","NA",,,,,"Shrub",,"Simple","white","Berry",
"Solanum cucullatum",4,2,6,325,200,450,175,140,210,12.5,10,15,"NA","NA","NA","NA","NA","NA",7,7,7,30,30,30,,"Diploid",12,"Perennial","Tree","Woody","Simple","white","Berry",
"Solanum cultum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Polyploid",24,"Perennial",,"Herbaceous",,,,
"Solanum cunninghamii",2,2,2,50,30,70,12.5,10,15,12.5,10,15,"NA","NA","NA","NA","NA","NA","NA","NA","NA",20,20,20,,"Diploid",12,"Perennial","Shrub","Woody","Simple","blue, purple","Berry",
"Solanum curtilobum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Polyploid",30,"Perennial",,"Herbaceous",,,,
"Solanum curvicuspe",2.25,1.5,3,116,80,152,27,17,37,11.25,10,12.5,"NA","NA","NA","NA","NA","NA",9.25,9,9.5,19.5,17,22,,,,"Perennial","Shrub",,"Simple","purple",,"Green"
"Solanum cutervanum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,
"Solanum cyaneopurpureum",2.5,2,3,32.5,15,50,13,6,20,9,9,9,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8,8,8,"SC","Diploid",12,"Perennial","Shrub","Woody","Simple","purple","Berry","Red"
"Solanum cyclophyllum",2,1,3,160,110,210,125,60,190,4.25,3.5,5,"NA","NA","NA","NA","NA","NA",4.5,4,5,12.5,10,15,,,,,"Shrub",,"Simple","white, green","Berry","White, Green"
"Solanum cylindricum",1.5,1,2,77.5,30,125,20,5,35,10.5,8,13,2.5,2,3,7.5,5,10,5.5,5,6,20,15,25,,,,,"Shrub",,"Simple","white, purple","Berry",
"Solanum cymbalariifolium","NA","NA","NA",10,10,10,10,10,10,5,5,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",7,7,7,,,,,"Shrub",,"Simple","blue, purple","Berry",
"Solanum dalibardiforme","NA","NA","NA",47.5,15,80,40,30,50,8.25,7.5,9,6.5,4,9,3.65,2.3,5,5,4,6,22.5,20,25,,,,,"Vine","Herbaceous","Simple","white, light blue","Berry",
"Solanum daphnophyllum",2.5,1,4,105,70,140,45,25,65,8.75,7.5,10,"NA","NA","NA","NA","NA","NA",7.75,7.5,8,11.5,10,13,,,,,"Shrub, Tree",,"Simple","white","Berry","Green"
"Solanum darienense",1.25,1,1.5,125,110,140,37.5,30,45,3,2.5,3.5,"NA","NA","NA","NA","NA","NA",3.25,3,3.5,15,15,15,,,,,"Shrub",,"Simple","white","Berry","Green"
"Solanum dasyneuron",2.5,2,3,149,125,173,57.5,50,65,7.5,7.5,7.5,"NA","NA","NA","NA","NA","NA",7,7,7,8,8,8,,,,,"Shrub",,"Simple","white","Berry","Green"
"Solanum dasyphyllum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SC","Diploid",12,"Perennial","Herb","Woody",,,,
"Solanum davisense",0.575,0.4,0.8,75,50,100,"NA","NA","NA",8.25,6.5,10,"NA","NA","NA","NA","NA","NA","NA","NA","NA",9,8,10,"SC","Diploid",12,"Annual","Herb","Herbaceous","Compound, Simple","blue, purple","Berry",
"Solanum defensum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,"Perennial","Shrub",,,,,
"Solanum deflexicarpum",1,1,1,80,55,105,62.5,40,85,5,5,5,"NA","NA","NA",5,5,5,7,7,7,10,10,10,,,,,"Shrub",,"Simple","white","Berry",
